timestamp,pod,cpu,memory,window
2022-08-01 16:53:02.026915,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:02.026915,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:02.026915,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:02.026915,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:02.026915,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:02.026915,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:02.026915,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:02.026915,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:02.026915,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:02.026915,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:02.026915,delivery-6fdd6bd77-s2kq9,2133332,166528,0
2022-08-01 16:53:02.026915,dispatch-76cf87b564-bnngp,1139393,168784,0
2022-08-01 16:53:02.853440,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:02.853440,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:02.853440,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:02.853440,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:02.853440,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:02.853440,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:02.853440,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:02.853440,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:02.853440,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:02.853440,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:02.853440,delivery-6fdd6bd77-s2kq9,2133332,166528,0
2022-08-01 16:53:02.853440,dispatch-76cf87b564-bnngp,1139393,168784,0
2022-08-01 16:53:03.862576,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:03.862576,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:03.862576,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:03.862576,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:03.862576,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:03.862576,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:03.862576,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:03.862576,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:03.862576,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:03.862576,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:03.862576,delivery-6fdd6bd77-s2kq9,2133332,166528,0
2022-08-01 16:53:03.862576,dispatch-76cf87b564-bnngp,1139393,168784,0
2022-08-01 16:53:04.521301,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:04.521301,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:04.521301,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:04.521301,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:04.521301,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:04.521301,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:04.521301,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:04.521301,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:04.521301,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:04.521301,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:04.521301,delivery-6fdd6bd77-s2kq9,2133332,166528,0
2022-08-01 16:53:04.521301,dispatch-76cf87b564-bnngp,1139393,168784,0
2022-08-01 16:53:05.133321,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:05.133321,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:05.133321,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:05.133321,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:05.133321,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:05.133321,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:05.133321,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:05.133321,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:05.133321,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:05.133321,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:05.133321,delivery-6fdd6bd77-s2kq9,2133332,166528,0
2022-08-01 16:53:05.133321,dispatch-76cf87b564-bnngp,1139393,168784,0
2022-08-01 16:53:05.686437,maindbmspostgres-9994957d7-2fzkk,2320962,185624,0
2022-08-01 16:53:05.686437,itemviewer-76f6f687c7-wb7z9,996609,175980,0
2022-08-01 16:53:05.686437,order-86dbdb7f44-spqgp,1015207,138352,0
2022-08-01 16:53:05.686437,restaurant-67b77b5577-98txk,1173594,186528,0
2022-08-01 16:53:05.686437,pricecalculator-5675bfbd78-cdj97,1318770,183988,0
2022-08-01 16:53:05.686437,storehouse-fdfc56bb4-zwphc,908423,172736,0
2022-08-01 16:53:05.686437,notification-8677894bf4-z82kv,790525,131188,0
2022-08-01 16:53:05.686437,kitchen-699687c84d-842q5,625784,130516,0
2022-08-01 16:53:05.686437,paymentprovider-8677bb44d8-q8xqv,935368,128880,0
2022-08-01 16:53:05.686437,accounting-78d98785c7-b6m2f,1219516,170268,0
2022-08-01 16:53:05.686437,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:05.686437,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:06.208811,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:06.208811,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:06.208811,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:06.208811,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:06.208811,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:06.208811,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:06.208811,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:06.208811,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:06.208811,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:06.208811,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:06.208811,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:06.208811,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:06.754693,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:06.754693,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:06.754693,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:06.754693,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:06.754693,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:06.754693,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:06.754693,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:06.754693,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:06.754693,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:06.754693,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:06.754693,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:06.754693,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:07.308425,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:07.308425,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:07.308425,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:07.308425,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:07.308425,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:07.308425,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:07.308425,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:07.308425,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:07.308425,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:07.308425,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:07.308425,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:07.308425,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:07.867293,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:07.867293,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:07.867293,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:07.867293,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:07.867293,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:07.867293,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:07.867293,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:07.867293,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:07.867293,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:07.867293,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:07.867293,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:07.867293,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:08.410307,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:08.410307,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:08.410307,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:08.410307,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:08.410307,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:08.410307,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:08.410307,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:08.410307,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:08.410307,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:08.410307,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:08.410307,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:08.410307,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:08.965473,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:08.965473,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:08.965473,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:08.965473,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:08.965473,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:08.965473,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:08.965473,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:08.965473,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:08.965473,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:08.965473,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:08.965473,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:08.965473,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:09.525804,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:09.525804,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:09.525804,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:09.525804,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:09.525804,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:09.525804,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:09.525804,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:09.525804,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:09.525804,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:09.525804,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:09.525804,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:09.525804,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:10.080337,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:10.080337,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
2022-08-01 16:53:10.080337,order-86dbdb7f44-spqgp,968439,138352,0
2022-08-01 16:53:10.080337,restaurant-67b77b5577-98txk,1564889,181860,0
2022-08-01 16:53:10.080337,pricecalculator-5675bfbd78-cdj97,2091061,184144,0
2022-08-01 16:53:10.080337,storehouse-fdfc56bb4-zwphc,936075,172752,0
2022-08-01 16:53:10.080337,notification-8677894bf4-z82kv,706825,131188,0
2022-08-01 16:53:10.080337,kitchen-699687c84d-842q5,696951,130516,0
2022-08-01 16:53:10.080337,paymentprovider-8677bb44d8-q8xqv,1069421,128880,0
2022-08-01 16:53:10.080337,accounting-78d98785c7-b6m2f,1272794,170316,0
2022-08-01 16:53:10.080337,delivery-6fdd6bd77-s2kq9,1444961,166544,0
2022-08-01 16:53:10.080337,dispatch-76cf87b564-bnngp,1226264,168828,0
2022-08-01 16:53:10.642516,maindbmspostgres-9994957d7-2fzkk,2618964,185540,0
2022-08-01 16:53:10.642516,itemviewer-76f6f687c7-wb7z9,1739478,176172,0
