timestamp,pod,cpu,memory,window
2022-08-08 10:02:05.656107,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:05.656107,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:05.656107,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:05.656107,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:05.656107,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:05.656107,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:05.656107,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:05.656107,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:05.656107,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:05.656107,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:05.656107,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:05.656107,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:05.656107,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:06.487945,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:06.487945,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:06.487945,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:06.487945,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:06.487945,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:06.487945,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:06.487945,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:06.487945,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:06.487945,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:06.487945,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:06.487945,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:06.487945,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:06.487945,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:07.533540,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:07.533540,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:07.533540,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:07.533540,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:07.533540,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:07.533540,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:07.533540,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:07.533540,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:07.533540,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:07.533540,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:07.533540,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:07.533540,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:07.533540,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:08.252234,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:08.252234,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:08.252234,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:08.252234,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:08.252234,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:08.252234,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:08.252234,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:08.252234,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:08.252234,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:08.252234,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:08.252234,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:08.252234,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:08.252234,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:08.930378,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:08.930378,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:08.930378,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:08.930378,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:08.930378,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:08.930378,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:08.930378,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:08.930378,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:08.930378,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:08.930378,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:08.930378,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:08.930378,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:08.930378,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:09.552487,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:09.552487,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:09.552487,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:09.552487,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:09.552487,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:09.552487,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:09.552487,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:09.552487,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:09.552487,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:09.552487,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:09.552487,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:09.552487,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:09.552487,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:10.157852,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:10.157852,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:10.157852,delivery-c5d5bcc69-mrf8g,1696563,171460,0
2022-08-08 10:02:10.157852,itemviewer-65886df7bd-jbd7c,1519126,196180,0
2022-08-08 10:02:10.157852,kitchen-7c8cf6f9c8-p5667,1602188,164008,0
2022-08-08 10:02:10.157852,paymentprovider-54766c89b5-5v97v,799009,137964,0
2022-08-08 10:02:10.157852,dispatch-57ffb45549-4nwt2,1322206,188332,0
2022-08-08 10:02:10.157852,notification-75564499-6kjch,1045993,164160,0
2022-08-08 10:02:10.157852,drivers-56b44c5dd5-n26wl,1187135,166420,0
2022-08-08 10:02:10.157852,restaurant-77c6f86dfd-6b86d,1057784,194404,0
2022-08-08 10:02:10.157852,order-64fc98bb6b-tbjjv,1198693,168776,0
2022-08-08 10:02:10.157852,pricecalculator-6ffd4c455d-zl9d8,1701207,182576,0
2022-08-08 10:02:10.157852,storehouse-7595db995b-k4qd6,663240,170444,0
2022-08-08 10:02:10.775828,accounting-5cd6c4b8dd-c4mjh,959111,192724,0
2022-08-08 10:02:10.775828,maindbmspostgres-5b8c559c7d-r9gf6,1464601,168500,0
2022-08-08 10:02:10.775828,delivery-c5d5bcc69-mrf8g,1696563,171460,0
